DAY,MONTH,YEAR,HOUR,ENERGIA1,ENERGIA2,TEMPERATURA,UMIDADE,CHUVA,IRRADIACAO
03,04,16,09,2.0,2.0,22.95,79.05,0.0,545.97
03,04,16,10,2.2,2.1,25.11,79.55,0.0,728.54
03,04,16,11,3.2,3.2,27.34,80.42,0.0,868.89
03,04,16,12,3.3,3.3,29.07,80.67,0.0,942.5
03,04,16,13,2.8,2.9,30.8,80.99,0.0,907.27
03,04,16,14,2.5,2.4,31.97,81.01,0.0,656.28
03,04,16,15,1.8,1.8,30.72,80.74,0.0,501.28
03,04,16,16,1.1,1.1,30.57,80.88,0.0,317.91
03,04,16,17,0.3,0.3,29.32,80.57,0.0,76.61
04,04,16,06,0.0,0.0,21.79,79.12,0.0,2.64
04,04,16,07,0.1,0.1,22.03,79.12,0.0,28.64
04,04,16,08,0.3,0.3,22.61,79.27,0.0,80.8
04,04,16,09,1.8,1.7,24.3,79.65,0.0,461.45
04,04,16,10,2.3,2.3,25.77,79.88,0.0,705.0
04,04,16,11,2.6,2.6,27.0,80.18,0.0,879.53
04,04,16,12,1.9,1.8,28.8,80.54,0.0,924.71
04,04,16,13,4.0,4.0,30.12,80.87,0.0,870.51
04,04,16,14,2.6,2.7,31.31,81.12,0.0,765.75
04,04,16,15,1.6,1.6,31.72,81.2,0.0,416.91
04,04,16,16,1.1,1.1,31.77,81.3,0.0,313.14
04,04,16,17,0.2,0.2,30.45,80.96,0.0,60.05
05,04,16,06,0.1,0.0,20.57,78.7,0.0,1.54
05,04,16,07,0.1,0.1,20.63,78.75,0.0,28.54
05,04,16,08,0.5,0.5,21.26,78.92,0.0,127.17
05,04,16,09,1.6,1.7,23.26,79.32,0.0,450.48
05,04,16,10,2.3,2.2,24.86,79.6,0.0,602.22
05,04,16,11,3.0,3.0,26.62,80.06,0.0,849.57
05,04,16,12,2.5,2.5,28.3,80.44,0.0,856.6
05,04,16,13,2.8,2.8,29.58,80.71,0.0,690.47
05,04,16,14,1.8,1.8,30.4,80.87,0.0,501.84
05,04,16,15,1.4,1.4,30.52,81.03,0.0,388.21
05,04,16,16,1.0,0.9,30.57,81.02,0.0,271.41
05,04,16,17,0.2,0.3,29.44,80.69,0.0,99.66
06,04,16,06,0.0,0.1,21.72,79.09,0.0,3.7
06,04,16,07,0.1,0.1,21.77,79.1,0.0,45.29
06,04,16,08,0.7,0.7,22.67,79.33,0.0,189.54
06,04,16,09,2.1,2.1,24.04,79.51,0.0,541.69
06,04,16,10,1.9,1.8,26.12,79.91,0.0,741.4
06,04,16,11,3.3,3.3,27.98,80.36,0.0,878.81
06,04,16,12,3.4,3.4,29.68,80.76,0.0,938.33
06,04,16,13,2.6,2.7,31.89,81.21,0.0,904.88
06,04,16,14,2.8,2.8,33.7,81.35,0.0,764.27
06,04,16,15,1.6,1.5,32.67,81.16,0.0,424.9
06,04,16,16,1.4,1.4,32.9,81.1,0.0,408.61
06,04,16,17,0.4,0.5,31.72,80.79,0.0,171.05
07,04,16,06,0.0,0.0,21.45,78.92,0.0,1.79
07,04,16,07,0.1,0.1,21.35,78.91,0.0,27.26
07,04,16,08,0.4,0.4,21.82,78.93,0.0,114.99
07,04,16,09,1.2,1.2,23.03,78.97,0.0,327.98
07,04,16,10,2.6,2.5,25.32,79.61,0.0,720.0
07,04,16,11,2.9,2.9,27.81,80.3,0.0,854.86
07,04,16,12,2.0,2.1,30.52,81.02,0.0,923.98
07,04,16,13,4.0,4.0,32.49,81.25,0.0,888.79
07,04,16,14,2.6,2.6,33.37,81.29,0.0,788.69
07,04,16,15,2.2,2.1,33.63,81.33,0.0,585.67
07,04,16,16,1.4,1.4,33.33,81.18,0.0,410.55
07,04,16,17,0.5,0.5,32.72,80.94,0.0,177.76
08,04,16,06,0.0,0.0,21.88,78.93,0.0,3.13
08,04,16,07,0.1,0.1,21.91,78.96,0.0,38.08
08,04,16,08,0.5,0.5,22.22,78.83,0.0,109.81
08,04,16,09,1.2,1.2,23.66,79.25,0.0,318.45
08,04,16,10,2.1,2.0,25.7,79.67,0.0,572.25
08,04,16,11,1.6,1.6,27.39,80.26,0.0,689.51
08,04,16,12,3.7,3.7,29.55,80.73,0.0,942.47
08,04,16,13,3.1,3.1,31.04,80.99,0.0,852.38
08,04,16,14,2.5,2.5,32.69,81.25,0.0,754.9
08,04,16,15,1.7,1.7,33.38,81.26,0.0,474.39
08,04,16,16,0.7,0.7,32.06,81.0,0.0,204.39
08,04,16,17,0.4,0.4,31.28,80.78,0.0,90.41
09,04,16,06,0.0,0.0,20.25,78.49,0.0,3.99
09,04,16,07,0.1,0.1,20.28,78.53,0.0,27.6
09,04,16,08,0.3,0.3,20.86,78.6,0.0,87.43
09,04,16,09,0.8,0.8,21.72,78.91,0.0,191.3
09,04,16,10,2.3,2.2,23.14,79.28,0.0,603.4
09,04,16,11,2.6,2.6,24.65,79.59,0.0,728.58
09,04,16,12,3.0,3.0,26.63,80.11,0.0,872.95
09,04,16,13,2.0,2.0,29.55,80.71,0.0,589.65
09,04,16,14,1.4,1.4,29.96,80.6,0.0,361.83
09,04,16,15,0.6,0.6,28.96,80.33,0.0,141.36
09,04,16,16,0.4,0.3,28.02,80.22,0.0,98.07
09,04,16,17,0.1,0.2,27.0,79.98,0.0,29.7
10,04,16,06,0.0,0.0,22.43,79.06,0.0,8.51
10,04,16,07,0.3,0.2,22.61,79.15,0.0,68.13
10,04,16,08,0.7,0.7,23.6,79.51,0.0,189.09
10,04,16,09,1.2,1.2,25.17,79.75,0.0,303.94
10,04,16,10,1.3,1.3,25.91,79.94,0.0,378.03
10,04,16,11,1.5,1.4,26.47,80.02,0.0,376.1
10,04,16,12,0.8,0.8,26.34,79.94,0.0,150.32
10,04,16,13,0.5,0.5,25.71,79.86,0.0,120.29
10,04,16,14,0.5,0.5,25.47,79.78,0.0,118.64
10,04,16,15,0.6,0.6,25.26,79.76,0.0,145.35
10,04,16,16,0.3,0.3,25.18,79.73,0.0,83.36
10,04,16,17,0.2,0.2,24.66,79.59,0.0,49.22
11,04,16,06,0.0,0.0,20.83,78.91,0.4,0.01
11,04,16,07,0.1,0.1,21.04,78.99,0.7,17.64
11,04,16,08,0.3,0.3,21.48,79.1,0.0,87.55
11,04,16,09,0.3,0.3,22.15,79.34,0.0,71.77
11,04,16,10,0.6,0.5,22.62,79.39,0.0,143.27
11,04,16,11,1.2,1.2,23.84,79.65,0.0,316.87
11,04,16,12,1.1,1.1,24.5,79.77,0.0,276.82
11,04,16,13,1.2,1.2,24.93,80.01,0.0,308.24
11,04,16,14,2.0,1.9,25.85,80.36,0.0,534.64
11,04,16,15,1.3,1.3,26.18,80.31,0.0,351.35
11,04,16,16,1.2,1.2,26.35,80.32,0.0,346.54
11,04,16,17,0.3,0.3,26.0,80.15,0.0,88.77
12,04,16,06,0.0,0.0,20.99,79.17,0.0,0.55
12,04,16,07,0.1,0.1,21.11,79.2,0.0,15.83
12,04,16,08,0.3,0.3,21.45,79.32,0.0,84.66
12,04,16,09,0.7,0.7,22.73,79.66,0.0,179.78
12,04,16,10,2.2,2.1,24.54,80.06,0.0,624.83
12,04,16,11,2.6,2.6,26.43,80.41,0.0,706.21
12,04,16,12,2.0,2.0,27.05,80.6,0.0,709.79
12,04,16,13,3.4,3.3,28.33,80.77,0.0,921.04
12,04,16,14,2.5,2.6,28.77,80.79,0.0,756.31
12,04,16,15,2.0,2.0,28.73,80.83,0.0,493.06
12,04,16,16,1.1,1.0,28.7,80.87,0.0,287.24
12,04,16,17,0.1,0.2,27.17,80.51,0.0,53.46
13,04,16,06,0.0,0.0,20.55,79.22,0.0,3.62
13,04,16,07,0.1,0.2,20.56,79.22,0.0,40.91
13,04,16,08,1.1,1.0,21.85,79.3,0.0,276.71
13,04,16,09,1.9,1.9,23.85,79.57,0.0,535.82
13,04,16,10,2.8,2.8,26.21,80.51,0.0,719.22
13,04,16,11,2.8,2.7,27.57,80.71,0.0,812.44
13,04,16,12,2.8,2.9,28.98,81.02,0.0,798.23
13,04,16,13,1.1,1.1,29.59,81.26,0.0,582.02
13,04,16,14,1.7,1.7,30.35,81.35,0.0,483.38
13,04,16,15,0.3,0.3,30.14,81.19,0.0,194.7
13,04,16,16,0.1,0.1,27.83,80.73,0.0,81.03
13,04,16,17,0.1,0.1,26.45,80.48,0.0,24.83
13,04,16,18,0.0,0.0,23.9,79.91,0.1,0.0
13,04,16,21,0.0,0.0,21.09,79.28,0.0,0.0
14,04,16,06,0.0,0.0,19.51,79.07,0.0,0.1
14,04,16,07,0.1,0.1,19.54,79.08,0.0,21.77
14,04,16,08,0.3,0.3,19.83,79.17,0.0,74.2
14,04,16,09,0.3,0.3,20.91,79.62,0.0,179.95
14,04,16,10,1.2,1.1,21.98,79.74,0.0,298.45
14,04,16,11,0.5,0.6,22.33,79.68,0.2,130.68
14,04,16,12,0.6,0.5,22.39,79.77,0.0,120.56
14,04,16,13,0.0,0.1,23.11,79.99,0.0,427.06
14,04,16,14,0.4,0.4,24.64,80.28,0.0,451.92
14,04,16,15,0.2,0.2,22.48,79.75,6.3,65.67
14,04,16,16,0.0,0.0,22.46,79.82,0.0,170.73
14,04,16,17,0.0,0.0,22.98,79.93,0.2,149.64
15,04,16,06,0.0,0.0,19.02,79.26,0.0,0.48
15,04,16,07,0.0,0.1,19.02,79.27,0.0,16.39
15,04,16,08,0.2,0.1,19.18,79.31,0.0,47.7
15,04,16,09,0.4,0.4,20.27,79.6,0.0,127.18
15,04,16,10,0.1,0.0,22.09,80.17,0.0,406.44
15,04,16,11,0.2,0.0,24.12,80.27,0.0,837.8
15,04,16,12,0.1,0.0,26.61,81.15,0.0,880.59
15,04,16,13,0.0,0.0,28.05,81.44,0.0,855.28
15,04,16,14,0.0,0.0,29.37,81.64,0.0,765.71
15,04,16,15,6.9,6.8,30.62,81.84,0.0,574.03
15,04,16,16,1.3,1.3,31.32,82.02,0.0,383.11
15,04,16,17,0.4,0.4,29.94,81.67,0.0,141.49
16,04,16,06,0.0,0.0,20.58,79.82,0.1,1.15
16,04,16,07,0.1,0.1,20.6,79.86,0.0,26.48
16,04,16,08,0.6,0.5,20.88,79.92,0.0,133.84
16,04,16,09,2.1,2.2,22.39,79.52,0.0,574.86
16,04,16,10,2.2,2.2,25.71,80.66,0.0,679.87
16,04,16,11,2.9,2.8,28.11,81.46,0.0,827.87
16,04,16,12,0.0,0.0,29.73,81.81,0.0,878.36
16,04,16,13,0.0,0.0,31.11,82.05,0.0,852.29
16,04,16,14,8.5,8.6,31.8,82.17,0.0,622.22
16,04,16,15,2.1,2.0,33.05,82.36,0.0,574.85
16,04,16,16,1.3,1.3,33.23,82.29,0.0,383.69
16,04,16,17,0.4,0.4,31.62,81.89,0.0,143.41
17,04,16,06,0.0,0.0,21.13,79.94,0.0,0.94
17,04,16,07,0.1,0.1,21.26,80.0,0.0,21.6
17,04,16,08,0.3,0.3,21.47,80.07,0.0,84.3
17,04,16,09,0.9,0.9,22.12,79.98,0.0,227.61
17,04,16,10,1.8,1.8,24.31,79.94,0.0,686.22
17,04,16,11,3.2,3.1,27.22,81.23,0.0,811.01
17,04,16,12,1.9,2.0,29.31,81.76,0.0,866.28
17,04,16,13,3.8,3.8,31.25,82.12,0.0,801.43
17,04,16,14,2.8,2.8,32.88,82.49,0.0,684.55
17,04,16,15,2.0,1.9,33.06,82.28,0.0,525.66
17,04,16,16,1.2,1.2,32.75,82.17,0.0,364.09
17,04,16,17,0.4,0.4,31.25,81.81,0.0,131.07
18,04,16,06,0.0,0.0,20.47,79.79,0.0,0.58
18,04,16,07,0.1,0.1,20.56,79.82,0.0,21.12
18,04,16,08,0.4,0.4,20.98,79.92,0.0,92.71
18,04,16,09,1.1,1.1,21.62,79.8,0.0,292.66
18,04,16,10,1.0,1.0,23.97,79.82,0.0,603.94
18,04,16,11,3.8,3.8,26.97,81.24,0.0,824.88
18,04,16,12,1.2,1.2,28.44,81.48,0.0,840.73
18,04,16,13,4.3,4.3,30.22,81.83,0.0,761.75
18,04,16,14,2.9,2.9,32.09,82.13,0.0,641.61
18,04,16,15,1.5,1.4,31.91,81.99,0.0,403.7
18,04,16,16,0.5,0.5,29.93,81.63,0.0,129.96
18,04,16,17,0.3,0.3,27.58,81.3,0.0,70.25
19,04,16,06,0.0,0.0,19.61,79.47,0.0,0.58
19,04,16,07,0.0,0.1,19.53,79.48,0.0,16.8
19,04,16,08,0.4,0.3,19.96,79.74,0.0,81.28
19,04,16,09,1.5,1.5,21.55,80.07,0.0,396.56
19,04,16,10,2.5,2.5,24.17,80.61,0.0,659.04
19,04,16,11,1.5,1.5,26.53,81.12,0.0,674.87
19,04,16,12,4.1,4.1,29.45,81.74,0.0,885.34
19,04,16,13,1.6,1.5,31.24,81.9,0.0,428.92
19,04,16,14,2.1,2.1,31.92,81.99,0.0,611.04
19,04,16,15,2.1,2.1,32.39,82.01,0.0,532.17
19,04,16,16,0.9,0.9,31.63,81.87,0.0,262.5
19,04,16,17,0.2,0.2,30.42,81.62,0.0,65.41
20,04,16,06,0.0,0.0,19.7,79.51,0.0,0.58
20,04,16,07,0.0,0.0,19.67,79.52,0.0,9.07
20,04,16,08,0.3,0.3,19.89,79.58,0.0,76.47
20,04,16,09,1.1,1.1,20.61,79.73,0.0,275.02
20,04,16,10,2.3,2.2,23.21,79.67,0.0,708.17
20,04,16,11,3.4,3.4,26.45,80.94,0.0,820.25
20,04,16,12,2.7,2.8,28.44,81.36,0.0,871.63
20,04,16,13,2.7,2.7,30.28,81.77,0.0,826.29
20,04,16,14,3.1,3.0,32.78,82.2,0.0,749.0
20,04,16,15,1.9,1.9,32.89,82.05,0.0,569.82
20,04,16,16,1.4,1.5,32.66,81.99,0.0,378.57
20,04,16,17,0.4,0.4,30.32,81.58,0.0,132.37
21,04,16,06,0.0,0.0,19.55,79.34,0.0,2.34
21,04,16,07,0.2,0.1,19.74,79.33,0.0,43.76
21,04,16,08,1.3,1.3,21.31,79.77,0.0,349.36
21,04,16,09,2.2,2.3,23.45,79.87,0.0,570.95
21,04,16,10,2.4,2.3,26.72,80.75,0.0,623.54
21,04,16,11,2.3,2.3,29.63,81.38,0.0,647.24
21,04,16,12,2.1,2.1,30.6,81.46,0.0,545.95
21,04,16,13,0.5,0.5,29.56,81.27,0.0,132.29
21,04,16,14,0.5,0.4,28.76,81.16,0.0,106.61
21,04,16,15,0.6,0.7,28.72,81.31,0.0,177.68
21,04,16,16,0.2,0.1,25.87,80.45,1.2,32.13
22,04,16,06,0.0,0.0,21.37,79.78,0.0,3.5
22,04,16,07,0.2,0.1,21.42,79.77,0.9,34.77
22,04,16,08,0.2,0.2,21.09,79.69,0.3,41.73
22,04,16,09,0.4,0.4,21.26,79.77,1.0,95.07
22,04,16,10,0.9,0.9,22.38,80.06,0.0,246.03
22,04,16,11,1.0,1.0,23.13,80.19,0.0,241.64
22,04,16,12,1.0,1.0,23.39,80.26,1.0,248.55
22,04,16,13,1.2,1.2,24.06,80.44,0.0,318.49
22,04,16,14,1.4,1.3,24.94,80.62,0.0,336.48
22,04,16,15,0.8,0.8,24.96,80.64,0.0,195.97
22,04,16,16,0.5,0.5,25.04,80.67,0.0,126.62
22,04,16,17,0.1,0.1,24.42,80.57,0.0,29.55
23,04,16,06,0.0,0.0,21.33,79.99,0.0,0.9
23,04,16,07,0.1,0.1,21.38,80.02,0.0,21.57
23,04,16,08,0.3,0.3,21.59,80.1,0.0,94.08
23,04,16,09,2.0,1.9,22.77,79.7,0.0,512.34
23,04,16,10,1.0,1.0,25.94,80.75,0.0,695.6
23,04,16,11,3.5,3.4,28.98,81.6,0.0,755.29
23,04,16,12,3.2,3.2,30.58,81.71,0.0,647.26
23,04,16,13,1.5,1.6,31.1,81.89,0.0,720.02
23,04,16,14,3.5,3.4,31.9,81.99,0.0,670.36
23,04,16,15,0.9,0.9,30.92,81.75,0.0,245.16
23,04,16,16,0.5,0.5,29.89,81.6,0.0,121.54
23,04,16,17,0.2,0.2,27.95,81.32,0.0,59.54
24,04,16,06,0.0,0.0,19.44,79.51,0.0,1.46
24,04,16,07,0.2,0.1,19.55,79.56,0.0,31.11
24,04,16,08,0.6,0.6,20.03,79.71,0.0,147.36
24,04,16,09,1.9,2.0,21.31,79.47,0.0,503.07
24,04,16,10,1.0,1.0,25.15,80.54,0.0,705.37
24,04,16,11,1.8,1.7,28.12,81.35,0.0,850.4
24,04,16,12,5.1,5.1,30.59,81.72,0.0,591.71
24,04,16,13,1.8,1.8,30.67,81.74,0.0,491.84
24,04,16,14,1.1,1.0,30.34,81.67,0.0,264.84
24,04,16,15,1.1,1.1,30.4,81.81,0.0,273.39
24,04,16,16,0.5,0.6,29.18,81.58,0.0,156.11
24,04,16,17,0.1,0.1,27.0,81.12,0.0,19.16
25,04,16,07,0.0,0.0,19.22,79.32,3.1,3.16
25,04,16,08,0.0,0.0,19.32,79.29,0.4,37.53
25,04,16,09,0.0,0.0,19.47,79.33,0.0,76.11
25,04,16,10,0.3,0.3,19.74,79.49,0.2,74.65
25,04,16,11,0.0,0.0,20.16,79.58,0.0,97.57
25,04,16,12,1.1,1.0,20.6,79.71,0.0,113.98
25,04,16,13,0.7,0.8,21.15,79.78,0.0,169.1
25,04,16,14,0.5,0.5,21.8,79.94,0.0,125.9
25,04,16,15,0.3,0.2,21.42,79.84,0.1,56.02
25,04,16,16,0.3,0.3,21.25,79.82,0.1,50.51
26,04,16,06,0.0,0.0,18.0,79.21,0.0,0.0
26,04,16,07,0.0,0.0,17.83,79.16,0.1,9.13
26,04,16,08,0.1,0.1,17.37,79.09,0.4,44.8
26,04,16,09,0.0,0.0,17.67,79.17,0.6,90.26
26,04,16,10,0.0,0.0,17.7,79.19,0.6,98.26
26,04,16,11,0.0,0.0,17.38,79.08,0.4,88.95
26,04,16,12,0.0,0.0,16.1,78.71,4.6,22.93
26,04,16,13,0.0,0.0,14.57,78.41,0.8,46.65
26,04,16,14,0.0,0.0,12.97,78.04,1.3,48.79
26,04,16,15,0.0,0.0,12.38,77.87,1.5,46.85
26,04,16,16,0.0,0.0,11.91,77.76,2.5,20.01
26,04,16,17,0.0,0.0,11.0,77.59,1.4,7.29
27,04,16,06,0.0,0.0,8.57,77.04,0.0,0.6
27,04,16,07,0.0,0.0,8.91,77.12,0.0,22.44
27,04,16,08,0.0,0.0,9.29,77.16,0.0,206.93
27,04,16,09,0.0,0.0,10.23,77.32,0.0,211.58
27,04,16,10,0.0,0.0,11.05,77.5,0.0,267.34
27,04,16,11,0.0,0.0,11.47,77.59,0.0,371.13
27,04,16,12,0.0,0.0,12.12,77.7,0.0,381.71
27,04,16,13,0.0,0.0,11.94,77.68,0.0,269.43
27,04,16,14,0.0,0.0,11.96,77.72,0.0,213.2
27,04,16,15,0.0,0.0,12.24,77.78,0.0,198.27
27,04,16,16,0.0,0.0,11.91,77.74,0.0,121.92
27,04,16,17,0.0,0.0,11.27,77.59,0.0,35.54
28,04,16,03,0.0,0.0,6.14,76.6,0.0,0.0
28,04,16,04,0.0,0.0,5.79,76.52,0.0,0.0
28,04,16,05,0.0,0.0,5.5,76.45,0.0,0.0
28,04,16,06,0.0,0.0,5.31,76.41,0.0,0.16
28,04,16,07,0.0,0.0,5.38,76.36,0.0,22.59
28,04,16,08,0.0,0.0,5.91,76.44,0.0,100.56
28,04,16,09,0.0,0.0,8.01,77.01,0.0,674.21
28,04,16,10,0.0,0.0,9.58,77.42,0.0,536.36
28,04,16,11,0.0,0.0,10.63,77.47,0.0,592.19
28,04,16,12,0.0,0.0,11.72,77.79,0.0,583.74
28,04,16,13,0.0,0.0,13.02,77.98,0.0,769.7
28,04,16,14,0.0,0.0,14.1,78.28,0.0,808.04
28,04,16,15,0.0,0.0,14.17,78.41,0.0,589.42
28,04,16,16,0.0,0.0,14.0,78.34,0.0,415.04
28,04,16,17,0.0,0.0,13.12,78.13,0.0,143.84
29,04,16,00,0.0,0.0,6.7,76.81,0.0,0.0
29,04,16,01,0.0,0.0,6.48,76.76,0.0,0.0
29,04,16,02,0.0,0.0,6.35,76.73,0.0,0.0
29,04,16,04,0.0,0.0,6.11,76.65,0.0,0.0
29,04,16,06,0.0,0.0,6.01,76.62,0.0,0.0
29,04,16,07,0.0,0.0,6.07,76.64,0.0,23.05
29,04,16,08,0.0,0.0,7.31,76.9,0.0,105.29
29,04,16,09,0.0,0.0,8.08,77.1,0.0,112.69
29,04,16,10,0.0,0.0,9.53,77.43,0.0,306.61
29,04,16,11,0.0,0.0,10.95,77.73,0.0,667.05
29,04,16,12,0.0,0.0,13.02,78.12,0.0,868.11
29,04,16,13,0.0,0.0,15.19,78.54,0.0,851.03
29,04,16,14,2.3,2.2,17.41,79.11,0.0,770.14
29,04,16,15,2.3,2.3,18.16,79.27,0.0,587.24
29,04,16,16,1.4,1.4,18.13,79.25,0.0,396.08
29,04,16,17,0.4,0.5,16.81,78.93,0.0,132.52
30,04,16,06,0.0,0.0,6.0,76.58,0.0,0.67
30,04,16,07,0.1,0.1,6.29,76.67,0.0,23.03
30,04,16,08,0.4,0.4,6.88,76.84,0.0,101.43
30,04,16,09,2.0,1.9,9.16,77.22,0.0,472.68
30,04,16,10,3.0,3.0,11.65,77.62,0.0,768.61
30,04,16,11,2.7,2.7,12.97,78.07,0.0,699.78
30,04,16,12,2.5,2.5,13.97,78.2,0.0,675.15
30,04,16,13,1.8,1.8,15.35,78.48,0.0,659.34
30,04,16,14,2.9,2.9,15.75,78.59,0.0,535.73
30,04,16,15,2.5,2.5,16.45,78.66,0.0,616.44
30,04,16,16,1.5,1.5,16.17,78.61,0.0,412.78
30,04,16,17,0.4,0.4,14.79,78.37,0.0,134.43
01,05,16,00,0.0,0.0,6.17,76.62,0.0,0.0
01,05,16,01,0.0,0.0,6.16,76.64,0.0,0.0
01,05,16,02,0.0,0.0,5.94,76.61,0.0,0.0
01,05,16,03,0.0,0.0,6.1,76.65,0.0,0.0
01,05,16,04,0.0,0.0,5.89,76.63,0.0,0.0
01,05,16,05,0.0,0.0,5.79,76.59,0.0,0.0
01,05,16,06,0.0,0.0,5.83,76.45,0.0,0.18
01,05,16,07,0.1,0.0,5.79,76.58,0.0,12.65
01,05,16,08,0.3,0.4,6.24,76.72,0.0,77.53
01,05,16,09,1.0,1.0,8.39,77.2,0.0,242.62
01,05,16,10,2.4,2.4,10.75,77.57,0.0,655.11
01,05,16,11,3.2,3.2,13.41,78.1,0.0,866.51
01,05,16,12,3.3,3.2,15.8,78.62,0.0,889.24
01,05,16,13,3.8,3.9,17.38,78.98,0.0,849.78
01,05,16,14,2.9,2.8,18.47,79.36,0.0,763.12
01,05,16,15,2.2,2.3,19.52,79.84,0.0,589.85
01,05,16,16,1.4,1.4,19.94,79.74,0.0,402.49
02,05,16,06,0.0,0.0,8.99,77.37,0.0,0.05
02,05,16,07,0.1,0.0,8.98,77.34,0.0,12.27
02,05,16,08,0.2,0.3,9.33,77.43,0.0,58.42
02,05,16,09,0.6,0.5,10.48,77.86,0.0,130.4
02,05,16,10,1.9,1.9,12.25,78.09,0.0,472.86
02,05,16,11,3.0,3.0,14.4,78.49,0.0,780.03
02,05,16,12,3.3,3.2,16.78,79.17,0.0,885.52
02,05,16,13,3.0,3.1,19.4,79.88,0.0,851.13
02,05,16,14,2.8,2.8,21.24,80.18,0.0,707.63
02,05,16,15,2.0,2.0,22.3,80.33,0.0,560.06
02,05,16,16,1.0,1.0,22.19,80.31,0.0,264.43
03,05,16,07,0.0,0.1,12.59,78.22,0.0,14.8
03,05,16,08,0.4,0.4,13.13,78.37,0.0,96.44
03,05,16,09,0.7,0.7,14.32,78.63,0.0,156.26
03,05,16,10,1.3,1.2,15.56,78.94,0.0,313.62
03,05,16,11,2.1,2.2,17.2,79.38,0.0,553.16
03,05,16,12,2.6,2.5,19.03,79.72,0.0,651.71
03,05,16,13,1.8,1.8,20.44,80.09,0.0,485.36
03,05,16,14,2.3,2.3,22.14,80.35,0.0,582.32
03,05,16,15,2.0,2.0,23.34,80.58,0.0,525.4
03,05,16,16,1.2,1.2,23.81,80.58,0.0,312.74
04,05,16,06,0.0,0.0,11.58,78.01,0.0,0.0
04,05,16,07,0.0,0.1,11.82,78.07,0.0,10.57
04,05,16,08,0.2,0.2,12.12,78.15,0.0,43.28
04,05,16,09,0.4,0.3,12.67,78.3,0.0,88.68
04,05,16,10,0.5,0.5,13.21,78.38,0.0,114.09
04,05,16,11,1.1,1.1,14.21,77.81,0.0,272.24
04,05,16,12,2.9,2.9,16.83,79.45,0.0,855.31
04,05,16,13,3.4,3.5,19.31,79.9,0.0,811.7
04,05,16,14,2.5,2.5,21.16,80.32,0.0,683.37
04,05,16,15,2.2,2.1,22.7,80.47,0.0,555.04
04,05,16,16,1.2,1.2,22.96,80.65,0.0,342.78
05,05,16,06,0.0,0.0,11.99,78.13,0.0,0.0
05,05,16,07,0.1,0.1,12.0,78.14,0.0,7.86
05,05,16,08,0.1,0.1,12.25,78.19,0.0,36.95
05,05,16,09,0.4,0.4,12.86,78.17,0.0,85.05
05,05,16,10,0.8,0.8,14.34,78.72,0.0,200.22
05,05,16,11,2.8,2.7,16.17,79.19,0.0,719.21
05,05,16,12,2.0,2.0,18.59,79.81,0.0,815.19
05,05,16,13,3.9,4.0,20.83,80.38,0.0,778.28
05,05,16,14,2.5,2.4,22.5,80.63,0.0,691.08
05,05,16,15,2.1,2.1,23.65,80.76,0.0,521.7
05,05,16,16,1.2,1.2,24.28,80.87,0.0,332.57
06,05,16,06,0.0,0.0,15.72,79.06,0.2,0.0
06,05,16,07,0.0,0.0,15.6,79.06,3.1,1.21
06,05,16,08,0.0,0.0,15.79,79.12,0.8,19.68
06,05,16,09,0.0,0.0,16.19,79.18,0.3,35.65
06,05,16,10,0.0,0.0,16.45,79.2,0.1,55.74
06,05,16,11,0.0,0.0,16.72,79.24,0.1,72.28
06,05,16,12,0.0,0.0,16.96,79.38,0.3,70.73
06,05,16,13,0.0,0.0,17.66,79.63,0.0,183.12
06,05,16,14,0.0,0.0,18.41,79.87,0.0,133.38
06,05,16,15,0.0,0.0,18.83,79.94,0.0,189.52
06,05,16,16,0.0,0.0,19.21,80.01,0.0,141.42
07,05,16,06,4.0,3.9,15.61,79.26,0.0,0.35
07,05,16,07,0.0,0.0,15.75,79.29,0.0,51.41
07,05,16,08,0.6,0.5,16.15,79.44,0.0,89.9
07,05,16,09,0.8,0.9,17.2,79.66,0.0,211.22
07,05,16,10,1.7,1.6,18.73,80.14,0.0,483.84
07,05,16,11,3.1,3.1,20.68,80.56,0.0,795.71
07,05,16,12,0.7,0.7,22.06,80.76,0.0,750.05
07,05,16,13,4.8,4.8,23.14,80.88,0.0,769.0
07,05,16,14,2.6,2.6,23.53,81.0,0.0,595.31
07,05,16,15,1.4,1.4,23.9,81.15,0.0,388.46
07,05,16,16,0.6,0.6,22.5,80.92,0.0,147.09
08,05,16,07,0.0,0.0,16.72,79.44,0.0,5.6
08,05,16,08,0.6,0.7,17.49,79.84,0.0,163.1
08,05,16,09,0.8,0.7,18.6,80.11,0.0,174.42
08,05,16,10,1.5,1.5,19.53,80.32,0.0,378.21
08,05,16,11,2.0,2.0,20.74,80.5,0.0,506.12
08,05,16,12,2.2,2.1,21.64,80.69,0.0,537.95
08,05,16,13,1.1,1.2,22.07,80.83,0.0,292.43
08,05,16,14,0.2,0.2,21.51,80.72,0.0,48.43
08,05,16,15,0.0,0.0,19.74,80.26,5.7,0.72
08,05,16,16,0.0,0.0,17.94,79.95,5.4,0.02
08,05,16,17,0.0,0.0,17.68,79.98,1.3,9.86
09,05,16,07,0.1,0.0,16.12,79.74,0.0,8.08
09,05,16,08,0.1,0.2,16.18,79.75,0.0,25.03
09,05,16,09,0.0,0.0,16.53,79.82,0.0,61.27
